,TITLE,PUBLISHER,CATEGORY,cleaned
207090,Pregnant Women At Higher Risk For Serious Car Accidents (STUDY),Huffington Post,m,pregnant woman high risk car accident
207158,Mono mono twins born in Ohio holding hands: Pregnancy caused months of bed  ...,Examiner.com,m,mono mono twin bear hold hand pregnancy cause month bed
207194,Rare Twins Pictured Holding Hands After Birth In Ohio (VIDEO),Huffington Post,m,picture hold
207308,Skadden Advises Hillshire on $4.3 Billion Deal: Business of Law,Businessweek,b,advise business
207326,Hillshire: Pinnacle Foods acquisition means a kitchen takeover for you,Examiner.com,b,hillshire acquisition mean kitchen takeover
207338,Hillshire Brands to Buy Pinnacle Foods for $4.3 Billion -- 4th Update,NASDAQ,b,hillshire buy 4th update
207340,"Gogo, Logitech, Peabody, Allergan and Pinnacle Foods are big market movers",GlobalPost,b,big market mover
207350,"Hillshire to Buy Pinnacle Foods, Add Pickles, Hungry-Man Brand to Lineup",Businessweek,b,hillshire buy brand
207365,Mid-Day Market Update: Gogo Surges On Upbeat Results; Core Laboratories  ...,NASDAQ,b,update surge upbeat result laboratory
207383,Blackstone Quadruples Pinnacle Investment With $6.6 Billion Sale,Businessweek,b,sale
207411,FOREX-Euro stabilises for now but seen shackled by ECB prospects,Reuters,b,stabilise see shackle prospect
207425,"FOREX-Euro holds line on dollar, drops against sterling",Reuters,b,hold line dollar drop sterling
207433,EUR/USD steadies with ECB rate cut expectations in focus,NASDAQ,b,usd steady rate cut expectation focus
207442,"GLOBAL MARKETS-Talk of ECB easing props up shares, holds back euro",Reuters,b,talk ease prop share hold
207447,"UPDATE 1-Nowotny says would prefer ""package"" of ECB measures",Reuters,b,say prefer package measure
207450,Tough bank rules could spur shadow banking: Nowotny,GlobalPost,b,tough bank rule spur shadow banking
207452,ECB's Constancio sees inflation below 1 pct for some time,Reuters,b,see inflation pct time
207458,Mid-term inflation projections key to ECB action-Constancio,Reuters,b,mid term inflation projection key action
207465,Elizabeth Arden Shares Plunge After Unexpected Quarterly Loss,Businessweek,b,
207468,Elizabeth Arden Loss Widens,NASDAQ,b,
207470,Elizabeth Arden Loss Widens -- Update,NASDAQ,b,update
207472,UPDATE 2-Elizabeth Arden to explore strategic options as sales plunge,Reuters,b,explore strategic option sale plunge
207476,Elizabeth Arden Loss Widens; Company to Explore Strategic Alternatives -- Update,NASDAQ,b,company explore strategic alternative update
207477,Elizabeth Arden Stock Plummets 16% As Loss Widens,RTT News,b,loss
207483,Elizabeth Arden Q3 Loss Widens - Quick Facts,RTT News,b,fact
207484,Elizabeth Arden Inc. (RDEN) Is Sinking After Q3 Loss,RTT News,b,rden sink
207488,UPDATE 1-Pfizer boss enters lion's den of UK politics to sell AstraZeneca deal,Reuters,b,boss enter lion den politic sell deal
207489,Pfizer boss enters lion's den of UK politics to sell AstraZeneca deal,Reuters,b,boss enter lion den politic sell deal
207495,UPDATE 2-Pfizer hints at improved Astra offer as CEO heads into political grilling,Reuters,b,hint improve offer ceo head political grilling
207497,Pfizer Eager for AstraZeneca Approval -- Update,NASDAQ,b,update
207508,Pfizer keen to engage with AstraZeneca board,Reuters,b,keen engage board
207512,Pfizer CEO Read to Make AstraZeneca Takeover Case to Parliament,Businessweek,b,read
207520,Pfizer Presses Case for AstraZeneca Deal Ahead of UK Hearing,Businessweek,b,ahead
207525,Pfizer Plans to Raise AstraZeneca Bid Before Going Hostile,Businessweek,b,plan raise go
207527,Pfizer considers raising bid for AstraZeneca: Bloomberg,GlobalPost,b,consider raise bid
207547,Bloomberg: Pfizer Considers Raising Bid For AstraZeneca A Second Time,RTT News,b,consider raise time
207549,PRESS DIGEST- British Business - May 13,Reuters,b,DIGEST-
207573,Pfizer underscores its commitments to Britain in memo to parliamentary committees,GlobalPost,b,underscore commitment memo parliamentary committee
207586,World sheds reserve over growing role of China's yuan,GlobalPost,b,world shed reserve grow role yuan
207614,"EasyJet Narrows Loss on Business-Travel Allure, Mild Winter (1)",Businessweek,b,loss
207665,"UPDATE 1-Chrysler posts 1st-qtr loss, begins shipping 200 midsize",Reuters,b,post 1st qtr loss begin ship midsize
207673,Expenses from Fiat merger topple Chrysler into first-quarter loss,Los Angeles Times,b,expense merger topple quarter loss
207677,"Chrysler Group Slips To Q1 Loss On Hefty Charges, Backs 2014 Outlook",RTT News,b,loss charge
207699,Obamacare Doctor Shortage Predictions Were Overhyped,Huffington Post,b,overhype
207713,Kentuckians Hate Kynect A Lot Less Than Obamacare,Huffington Post,b,kentuckian hate lot
207734,Staying On Parents' Plan May Lead To Healthier Paychecks,Huffington Post,b,stay parent lead healthier paycheck
207753,UPDATE 2-China c.bank tells banks to quicken mortgage lending-sources,Reuters,b,tell bank quicken mortgage lending source
207762,China CBRC Said to Ask Banks to Accelerate Mortgage Lending (1),Businessweek,b,say ask bank accelerate
207790,China Regulators Said to Draft Plan for Bank Failure Risks,Businessweek,b,say failure risk
207792,China Credit Gauge Declines as Officials Seek to Tame Debt Boom,Businessweek,b,official seek debt boom
207796,Chinese banks lend less in April: central bank,GlobalPost,b,chinese bank lend bank
207803,China's New Lending Remains Below Expectations,RTT News,b,remain expectation
207804,"China April bank lending disappoints, money growth picks up",Reuters,b,bank lending disappoint money growth pick
207810,China April new bank lending 774.7 bln yuan,Reuters,b,new bank lend
207812,Yuan Declines as PBOC Cuts Reference Rate to Eight-Month Low,Businessweek,b,rate month
207813,China April New Yuan Loans at CNY774.7 Billion Vs CNY1.05 Trillion in March,NASDAQ,b,
207823,Chinese Yuan At 4-day Low Against U.S. Dollar,RTT News,b,
207824,China April fiscal revenues up 9.2 percent year-on-year,Reuters,b,fiscal revenue percent year year
207826,China April fiscal revenues up 9.2 pct yr/yr,Reuters,b,fiscal revenue pct yr
207851,Tokyo stocks open up 1.54%,GlobalPost,b,stock open
207879,"Dow, S",GlobalPost,b,
207883,"US STOCKS-Dow, S&P 500 end at record highs; DirecTV up late",Reuters,b,stock end record high directv late
207896,"Dow, S&P Close at New Highs",NASDAQ,b,close
207899,"US STOCKS-Dow, S&P 500 end at record highs; Internet names jump",Reuters,b,stock end record high internet name jump
207900,"US STOCKS SNAPSHOT-Dow, S&P 500 close at record highs",Reuters,b,stock close record high
207905,Market Close Report: NASDAQ Composite index closes at 4143.86 up 71.99  ...,NASDAQ,b,market index close
207913,Rally Lifts Dow And S&P 500 To Record Closing Highs - U.S. Commentary,RTT News,b,lift record
207918,Tech Stocks Lead Market Higher; Dow Notches New All-Time Peak,NASDAQ,b,tech stock lead market higher time
207921,"S&P 500, Dow Climb to Records on Tech Rally as Copper Advances",Businessweek,b,copper advance
207925,US STOCKS-Dow hits record; Internet names advance,Reuters,b,stock hit record internet name advance
207934,Correction to Dow/S&P Market Stories,NASDAQ,b,correction
207939,US STOCKS-Wall St advances in broad rally; S&P 500 near record,Reuters,b,stock advance broad rally record
207950,"European Stocks Hit Fresh Highs, Miners Boosted By Upgrade",RTT News,b,european stock hit fresh high miner boost
207958,US equities open higher; tech stocks strong,GlobalPost,b,equity open high tech stock strong
207962,"Stocks Move Mostly Higher, Lifting Dow To Record Intraday High - US  ...",RTT News,b,stock high lift record
207967,"US STOCKS-Futures point to higher open, S&P 500 near record",Reuters,b,stock future point higher open near record
207980,UPDATE 2-RBS's Citizens Financial unit files for US IPO,Reuters,b,financial unit file
207993,Facebook says it may open sales office in China,GlobalPost,b,say open sale office
207998,Facebook Moots Sales Office In China: Reports,RTT News,b,report
208074,Here's One Way to Help Prevent Another Jet From Disappearing,Businessweek,b,way help prevent jet disappear
208079,Firm will track planes by satellite after Malaysia jet lost,Los Angeles Times,b,firm track plane satellite jet lose
208091,UN Officials Want Better Flight Tracking After Loss Of Flight MH370,Huffington Post,b,official want flight mh370
208104,"Allergan rejects Valeant's takeover bid, but it's probably not over",Los Angeles Times,b,reject takeover bid probably
208110,Botox-maker Allergan rejects takeover bid from Valeant,Los Angeles Times,b,botox maker reject takeover bid
208113,Allergan Formally Rejects Valeant's $46 Billion Takeover Bid -- 3rd Update,NASDAQ,b,reject update
208119,UPDATE 1-Ackman asks for Allergan's stockholder list,Reuters,b,ask stockholder list
208128,Valeant Beats on Earnings in Q1 - Analyst Blog,NASDAQ,b,beat earning
208131,Allergan Formally Rejects Valeant's $46 Billion Takeover Bid -- 2nd Update,NASDAQ,b,reject 2nd update
208140,Allergan Rejects Valeant's Unsolicited Takeover Proposal,Businessweek,b,
208142,Allergan Plans To Reject Valeant's C$46 Bln Offer : Report,RTT News,b,plan reject report
208163,AT&T In Talks To Buy DirecTV For $50 Billion,Huffington Post,b,talk buy directv
208171,UPDATE 4-AT&T in talks to buy DirecTV for nearly $50 bln -sources,Reuters,b,talk buy nearly bln
208173,UPDATE 3-AT&T in talks to buy DirecTV for nearly $50 bln -sources,Reuters,b,talk buy nearly bln
208193,AT&T Could Strike $50 Billion Deal for DirecTV -- Update,NASDAQ,b,strike directv update
208198,AT&T In Talks To Buy DirecTV: Reports,RTT News,b,talk buy directv report
208215,DirecTV Shares Soar on Merger Talks With AT&T -- Update,NASDAQ,b,soar update
208228,AT&T to strike deal with DirecTV in as soon as two weeks - WSJ,Reuters,b,at&t strike deal soon week
208278,European court orders Google to remove some data on individuals,Los Angeles Times,t,european court order remove datum individual
208280,UPDATE 1-Europe's top court backs 'right to be forgotten' in Google case,Reuters,t,court back right forget case
208390,Don Draper and Steve Jobs Have Much in Common,Huffington Post,t,
208548,"Google's Motorola Unveils New Moto E Smartphone, Moto G Upgrade",Businessweek,t,
208822,UPDATE 2-BlackBerry aims to reverse emerging market slump with budget  ...,Reuters,t,aim reverse emerge market slump budget
208866,"BlackBerry Launches New BlackBerry Z3, Jakarta Edition",NASDAQ,t,
208901,Marco Rubio battles out whether climate change is real or not,Examiner.com,t,battle climate change real
208902,Al Gore Explains The Real Motiviation Behind Republicans' Climate Change  ...,Huffington Post,t,explain real motiviation climate change
208903,Gore Explains The Real Motiviation Behind Republicans' Climate Change Denial,Huffington Post,t,explain real motiviation climate change denial
208920,Climate Change Chatter: Science and Politics,Huffington Post,t,climate change chatter science
208921,"Marco Rubio, like too many Republicans, is all wet on climate change",Los Angeles Times,t,wet climate change
208928,There Is No Meaningful Difference Between Tea Party and 'Establishment  ...,Huffington Post,t,meaningful difference establishment
208932,"There is no meaningful difference between Tea Party and ""establishment  ...",Huffington Post,t,meaningful difference establishment
208942,The Lost Generation of US Climate Policy,Huffington Post,t,lose generation
208959,"Marco Rubio: I don't believe scientists, people don't impact climate change",Examiner.com,t,believe scientist people impact climate change
208990,"Climate Change This Week: US Climate Report Card, Climate Action Day and  ...",Huffington Post,t,climate change week
209036,Sunday Roundup,Huffington Post,t,
209064,Red Hat CTO: 5 Business Benefits of Open Source Software,Huffington Post,t,open source software
209093,Facebook and Square pull failed apps from digital stores,Los Angeles Times,t,pull fail app digital store
209279,"Terrible Net Neutrality Plan Will Get A Makeover, Still Be Terrible",Huffington Post,t,terrible net neutrality makeover terrible
209290,Public comment sought on FCC chairman's proposed Internet rules,Los Angeles Times,t,public comment seek chairman propose internet rule
209295,F.C.C. pulls back on Net Neutrality proposal with revision,Examiner.com,t,f.c.c. pull proposal revision
209305,FCC's Wheeler tries new sales pitch for Net neutrality proposal,Los Angeles Times,t,try new sale pitch net neutrality proposal
209307,Broadband Companies Nervous Over Latest Net Neutrality Push,Huffington Post,t,broadband company nervous late net neutrality push
209444,Twitter launches mute button for annoying tweeters,Daily Mail,t,twitter launch mute button annoying tweeter
209487,You Never Have To Unfollow Someone On Twitter Again,Huffington Post,t,unfollow
209497,You Never Have To Unfollow Someone On Twitter Again,Huffington Post,t,unfollow
209554,Seventeen cover girl Bella Thorne reveals she made boyfriend Tristan Klier work  ...,Daily Mail,e,cover girl reveal boyfriend work
209571,'Neighbors' a box office Rhino knocking down 'Amazing Spider-Man 2',Examiner.com,e,neighbor box office rhino knock amazing man
209578,'Neighbors': Rose Byrne's comedic talents in bloom,Los Angeles Times,e,neighbor comedic talent bloom
209584,'Neighbors' Tops 'Spider-Man' to Open as No. 1 Weekend Movie (1),Businessweek,e,neighbor top open
209588,'Neighbors' grabs North American box office top spot,GlobalPost,e,neighbor grab office spot
209613,Frat Boys Just Knocked Spider-Man Down at the Box Office,Businessweek,e,
209655,'Castle' 6x23 'For Better or Worse': Fighting for their fairytale,Examiner.com,e,well bad fight fairytale
209661,'Castle' recap 'Veritas'; Season 6 finale spoilers 'For Better or Worse',Examiner.com,e,recap season finale spoiler well bad
209670,"'Castle' spoilers, season 7 news: A glitch threatens the big wedding for Beckett",Examiner.com,e,spoiler season news glitch threaten big wedding
209674,'Castle' season finale 'For Better or Worse' Airing Tonight on ABC (spoilers),Examiner.com,e,season finale well bad spoiler
209681,'Mad Men' Review: Everyone's Out Of Place In 'The Runaways',Huffington Post,e,mad review place
209683,"'Mad Men' gets weird: Threesome, severed nipple, computer turning men  ...",Examiner.com,e,mad man get weird sever nipple computer turn man
209684,Mad Men: Direction Amidst Chaos,Huffington Post,e,mad man direction chaos
209687,'Mad Men' recap: Don sells out for cigarettes,Los Angeles Times,e,mad man recap sell cigarette
